"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LLC_BI__Product_Type__c","LLC_BI__Is_Booked__c","LLC_BI__Stage__c","LLC_BI__Stage_and_Status__c","LLC_BI__Status__c","LLC_BI__lookupKey__c","LLC_BI__Is_Closed__c","LLC_BI__External_Stage_Order__c","LLC_BI__External_Stage__c","LLC_BI__Is_Excluded_From_Stage_Duration__c","Product_Line_Name__c","LLC_BI__Is_Ready_To_Transmit__c","LLC_BI__Activate__c","LLC_BI__Is_Covenant__c","AutorabitExtId__c"
"a1b5w00000DCTvFAAX","","P-0000000905","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Qualification / Application","","Withdrawn","266984709258219443","false","1.0","Application","false","","false","false","false","a1b4T000000PI6AQAW"
"a1b5w00000DCTvGAAX","","P-0000000906","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Underwriting","","Declined","955429878202036483","false","2.0","Application","false","","false","false","false","a1b4T000000PI6BQAW"
"a1b5w00000DCTvHAAX","","P-0000000907","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Underwriting","","Declined","462453592389103831","false","2.0","Application","false","","false","false","false","a1b4T000000PI6CQAW"
"a1b5w00000DCTvIAAX","","P-0000000908","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Underwriting","","Declined","348398390410008946","false","2.0","Application","false","","false","false","false","a1b4T000000PI6DQAW"
"a1b5w00000DCTvJAAX","","P-0000000909","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Underwriting","","Declined","039616334077231081","false","2.0","Application","false","","false","false","false","a1b4T000000PI6EQAW"
"a1b5w00000DCTvKAAX","","P-0000000910","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Underwriting","","Declined","573796600989816095","false","2.0","Application","false","","false","false","false","a1b4T000000PI6FQAW"
"a1b5w00000DCTvLAAX","","P-0000000911","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Underwriting","","Lost","909661838044596495","false","2.0","Application","false","","false","false","false","a1b4T000000PI6GQAW"
"a1b5w00000DCTvMAAX","","P-0000000912","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Underwriting","","Lost","561615287684106193","false","2.0","Application","false","","false","false","false","a1b4T000000PI6HQAW"
"a1b5w00000DCTvNAAX","","P-0000000913","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Underwriting","","Lost","222543087170686090","false","2.0","Application","false","","false","false","false","a1b4T000000PI6IQAW"
"a1b5w00000DCTvOAAX","","P-0000000914","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Underwriting","","Lost","877427655435687100","false","2.0","Application","false","","false","false","false","a1b4T000000PI6JQAW"
"a1b5w00000DCTvPAAX","","P-0000000915","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Underwriting","","Lost","676534105241917301","false","2.0","Application","false","","false","false","false","a1b4T000000PI6KQAW"
"a1b5w00000DCTvQAAX","","P-0000000916","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Underwriting","","Open","982109779111255018","false","2.0","Application","false","","false","false","false","a1b4T000000PI6LQAW"
"a1b5w00000DCTvRAAX","","P-0000000917","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Underwriting","","Open","233388567165361284","false","2.0","Application","false","","false","false","false","a1b4T000000PI6MQAW"
"a1b5w00000DCTvSAAX","","P-0000000918","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Underwriting","","Open","646962603554185489","false","2.0","Application","false","","false","false","false","a1b4T000000PI6NQAW"
"a1b5w00000DCTvTAAX","","P-0000000919","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Underwriting","","Open","882539446091977458","false","2.0","Application","false","","false","false","false","a1b4T000000PI6OQAW"
"a1b5w00000DCTvUAAX","","P-0000000920","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Underwriting","","Open","526126212785099417","false","2.0","Application","false","","false","false","false","a1b4T000000PI6PQAW"
"a1b5w00000DCTvVAAX","","P-0000000921","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Underwriting","","Withdrawn","824102262846486478","false","2.0","Application","false","","false","false","false","a1b4T000000PI6QQAW"
"a1b5w00000DCTvWAAX","","P-0000000922","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Underwriting","","Withdrawn","381405453771412273","false","2.0","Application","false","","false","false","false","a1b4T000000PI6RQAW"
"a1b5w00000DCTvXAAX","","P-0000000923","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Underwriting","","Withdrawn","201923487199106501","false","2.0","Application","false","","false","false","false","a1b4T000000PI6SQAW"
"a1b5w00000DCTvYAAX","","P-0000000924","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Underwriting","","Withdrawn","881675046544102633","false","2.0","Application","false","","false","false","false","a1b4T000000PI6TQAW"
"a1b5w00000DCTvZAAX","","P-0000000925","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Underwriting","","Withdrawn","582616823069010100","false","2.0","Application","false","","false","false","false","a1b4T000000PI6UQAW"
"a1b5w00000DCTvaAAH","","P-0000000926","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Proposal","","Declined","409750168171345331","false","3.0","Application","false","","false","false","false","a1b4T000000PI6VQAW"
"a1b5w00000DCTvbAAH","","P-0000000927","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Proposal","","Declined","939863796595938616","false","3.0","Application","false","","false","false","false","a1b4T000000PI6WQAW"
"a1b5w00000DCTvcAAH","","P-0000000928","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Proposal","","Declined","004895421761098812","false","3.0","Application","false","","false","false","false","a1b4T000000PI6XQAW"
"a1b5w00000DCTvdAAH","","P-0000000929","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Proposal","","Declined","176994460574386738","false","3.0","Application","false","","false","false","false","a1b4T000000PI6YQAW"
"a1b5w00000DCTveAAH","","P-0000000930","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Proposal","","Declined","935123452472208383","false","3.0","Application","false","","false","false","false","a1b4T000000PI6ZQAW"
"a1b5w00000DCTvfAAH","","P-0000000931","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Proposal","","Lost","784335601578243037","false","3.0","Application","false","","false","false","false","a1b4T000000PI6aQAG"
"a1b5w00000DCTvgAAH","","P-0000000932","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Proposal","","Lost","767217532352626671","false","3.0","Application","false","","false","false","false","a1b4T000000PI6bQAG"
"a1b5w00000DCTvhAAH","","P-0000000933","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Proposal","","Lost","629630021394802737","false","3.0","Application","false","","false","false","false","a1b4T000000PI6cQAG"
"a1b5w00000DCTviAAH","","P-0000000934","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Proposal","","Lost","510064846939294683","false","3.0","Application","false","","false","false","false","a1b4T000000PI6dQAG"
"a1b5w00000DCTvjAAH","","P-0000000935","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Proposal","","Lost","415103644755090844","false","3.0","Application","false","","false","false","false","a1b4T000000PI6eQAG"
"a1b5w00000DCTvkAAH","","P-0000000936","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Proposal","","Open","657266513438713250","false","3.0","Application","false","","false","false","false","a1b4T000000PI6fQAG"
"a1b5w00000DCTvlAAH","","P-0000000937","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Proposal","","Open","855082956169601221","false","3.0","Application","false","","false","false","false","a1b4T000000PI6gQAG"
"a1b5w00000DCTvmAAH","","P-0000000938","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Proposal","","Open","944330907929649260","false","3.0","Application","false","","false","false","false","a1b4T000000PI6hQAG"
"a1b5w00000DCTvnAAH","","P-0000000939","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Proposal","","Open","958983813793691704","false","3.0","Application","false","","false","false","false","a1b4T000000PI6iQAG"
"a1b5w00000DCTvoAAH","","P-0000000940","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Proposal","","Open","042823005469659952","false","3.0","Application","false","","false","false","false","a1b4T000000PI6jQAG"
"a1b5w00000DCTvpAAH","","P-0000000941","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Proposal","","Withdrawn","460945487477229547","false","3.0","Application","false","","false","false","false","a1b4T000000PI6kQAG"
"a1b5w00000DCTvqAAH","","P-0000000942","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Proposal","","Withdrawn","699336190267291101","false","3.0","Application","false","","false","false","false","a1b4T000000PI6lQAG"
"a1b5w00000DCTvrAAH","","P-0000000943","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Proposal","","Withdrawn","765289844065717128","false","3.0","Application","false","","false","false","false","a1b4T000000PI6mQAG"
"a1b5w00000DCTvsAAH","","P-0000000944","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Proposal","","Withdrawn","564136071005502024","false","3.0","Application","false","","false","false","false","a1b4T000000PI6nQAG"
"a1b5w00000DCTvtAAH","","P-0000000945","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Proposal","","Withdrawn","402189850239530019","false","3.0","Application","false","","false","false","false","a1b4T000000PI6oQAG"
"a1b5w00000DCTvuAAH","","P-0000000946","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Approval / Loan Committee","","Declined","885483286754329129","false","4.0","Application","false","","false","false","false","a1b4T000000PI6pQAG"
"a1b5w00000DCTvvAAH","","P-0000000947","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Approval / Loan Committee","","Declined","166920572836728127","false","4.0","Application","false","","false","false","false","a1b4T000000PI6qQAG"
"a1b5w00000DCTvwAAH","","P-0000000948","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Approval / Loan Committee","","Declined","534892372794172923","false","4.0","Application","false","","false","false","false","a1b4T000000PI6rQAG"
"a1b5w00000DCTvxAAH","","P-0000000949","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Approval / Loan Committee","","Declined","454690204243480149","false","4.0","Application","false","","false","false","false","a1b4T000000PI6sQAG"
"a1b5w00000DCTvyAAH","","P-0000000950","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Approval / Loan Committee","","Declined","724728334669470202","false","4.0","Application","false","","false","false","false","a1b4T000000PI6tQAG"
"a1b5w00000DCTvzAAH","","P-0000000951","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Approval / Loan Committee","","Lost","636542481282348542","false","4.0","Application","false","","false","false","false","a1b4T000000PI6uQAG"
"a1b5w00000DCTw0AAH","","P-0000000952","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Approval / Loan Committee","","Lost","448842339499771399","false","4.0","Application","false","","false","false","false","a1b4T000000PI6vQAG"
"a1b5w00000DCTw1AAH","","P-0000000953","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Approval / Loan Committee","","Lost","281804041966972552","false","4.0","Application","false","","false","false","false","a1b4T000000PI6wQAG"
"a1b5w00000DCTw2AAH","","P-0000000954","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Approval / Loan Committee","","Lost","127274305623467704","false","4.0","Application","false","","false","false","false","a1b4T000000PI6xQAG"
"a1b5w00000DCTw3AAH","","P-0000000955","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Approval / Loan Committee","","Lost","579449003063743084","false","4.0","Application","false","","false","false","false","a1b4T000000PI6yQAG"
"a1b5w00000DCTw4AAH","","P-0000000956","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBFAA5","false","Approval / Loan Committee","","Open","682362505969359853","false","4.0","Application","false","","false","false","false","a1b4T000000PI6zQAG"
"a1b5w00000DCTw5AAH","","P-0000000957","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBEAA5","false","Approval / Loan Committee","","Open","659099604845166596","false","4.0","Application","false","","false","false","false","a1b4T000000PI70QAG"
"a1b5w00000DCTw6AAH","","P-0000000958","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEB9AAP","false","Approval / Loan Committee","","Open","996100665886237080","false","4.0","Application","false","","false","false","false","a1b4T000000PI71QAG"
"a1b5w00000DCTw7AAH","","P-0000000959","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBCAA5","false","Approval / Loan Committee","","Open","071339387340402549","false","4.0","Application","false","","false","false","false","a1b4T000000PI72QAG"
"a1b5w00000DCTw8AAH","","P-0000000960","2020-05-14T11:38:20.000Z","0055w00000BkiP4AAJ","2021-02-09T19:26:12.000Z","0055w00000BkiP4AAJ","","a0a5w00000ZFEBTAA5","false","Approval / Loan Committee","","Open","323377350786719600","false","4.0","Application","false","","false","false","false","a1b4T000000PI73QAG"
